,Class,SubClass,Name,Type,Item,Content,Rank,Average,123123
10,禽肉类及制品,鸡,肉鸡(肥),维生素,胡萝卜素(Carotene),,,,
11,禽肉类及制品,鸡,肉鸡(肥),维生素,维生素A(Vitamin),226.0μg,3,805.2μg,
12,禽肉类及制品,鸡,肉鸡(肥),维生素,α-TE,—,,,
13,禽肉类及制品,鸡,肉鸡(肥),维生素,硫胺素(Thiamin),0.07mg,4,0.09mg,
14,禽肉类及制品,鸡,肉鸡(肥),维生素,核黄素(Riboflavin),0.07mg,14,0.19mg,
15,禽肉类及制品,鸡,肉鸡(肥),维生素,烟酸(Niacin),13.10mg,2,7.11mg,
16,禽肉类及制品,鸡,肉鸡(肥),维生素,维生素C(Vitamin C),,,,
17,禽肉类及制品,鸡,肉鸡(肥),矿物质,钙(Ca),37mg,3,22mg,
18,禽肉类及制品,鸡,肉鸡(肥),矿物质,磷(P),102mg,12,150mg,
19,禽肉类及制品,鸡,肉鸡(肥),矿物质,钾(K),123mg,13,208mg,
20,禽肉类及制品,鸡,肉鸡(肥),矿物质,钠(Na),47.8mg,14,280.8mg,
21,禽肉类及制品,鸡,肉鸡(肥),矿物质,镁(Mg),7mg,13,21mg,
22,禽肉类及制品,鸡,肉鸡(肥),矿物质,铁(Fe),1.7mg,9,4.7mg,
23,禽肉类及制品,鸡,肉鸡(肥),矿物质,锌(Zn),1.10mg,9,1.42mg,
24,禽肉类及制品,鸡,肉鸡(肥),矿物质,硒(Se),5.40μg,12,10.79μg,
25,禽肉类及制品,鸡,肉鸡(肥),矿物质,铜(Cu),0.08mg,8,0.25mg,
26,禽肉类及制品,鸡,肉鸡(肥),矿物质,锰(Mn),0.01mg,13,0.09mg,
27,禽肉类及制品,鸡,肉鸡(肥),矿物质,碘(I),,,,
28,禽肉类及制品,鸡,肉鸡(肥),脂肪酸,饱和脂肪酸(SFA),—,,,
29,禽肉类及制品,鸡,肉鸡(肥),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,禽肉类及制品,鸡,肉鸡(肥),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,禽肉类及制品,鸡,肉鸡(肥),脂肪酸,合计(Total),—,,,
0,小吃、甜饼,小吃,煎饼,类型,项目,含量,同类排名,同类均值,含量水平
1,小吃、甜饼,小吃,煎饼,能量与相关成分,食部(Edible),100%,1,100%,
2,小吃、甜饼,小吃,煎饼,能量与相关成分,水分(Water),6.8g,27,46.6g,
3,小吃、甜饼,小吃,煎饼,能量与相关成分,能量(Energy),1580kJ,7,1015kJ,
4,小吃、甜饼,小吃,煎饼,能量与相关成分,蛋白质(Protein),7.6g,6,6.0g,
5,小吃、甜饼,小吃,煎饼,能量与相关成分,脂肪(Fat),0.7g,19,6.6g,
6,小吃、甜饼,小吃,煎饼,能量与相关成分,胆固醇(Cholesterol),,,,
7,小吃、甜饼,小吃,煎饼,能量与相关成分,灰分(Ash),1.1g,13,1.3g,
8,小吃、甜饼,小吃,煎饼,能量与相关成分,碳水化合物(CHO),83.8g,2,39.6g,
9,小吃、甜饼,小吃,煎饼,能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,小吃、甜饼,小吃,煎饼,维生素,胡萝卜素(Carotene),,,,
11,小吃、甜饼,小吃,煎饼,维生素,维生素A(Vitamin),,,,
12,小吃、甜饼,小吃,煎饼,维生素,α-TE,—,,,
13,小吃、甜饼,小吃,煎饼,维生素,硫胺素(Thiamin),0.10mg,4,0.05mg,
14,小吃、甜饼,小吃,煎饼,维生素,核黄素(Riboflavin),0.04mg,10,0.05mg,
15,小吃、甜饼,小吃,煎饼,维生素,烟酸(Niacin),0.20mg,23,1.33mg,
16,小吃、甜饼,小吃,煎饼,维生素,维生素C(Vitamin C),,,,
17,小吃、甜饼,小吃,煎饼,矿物质,钙(Ca),9mg,24,45mg,
18,小吃、甜饼,小吃,煎饼,矿物质,磷(P),320mg,2,95mg,
19,小吃、甜饼,小吃,煎饼,矿物质,钾(K),117mg,10,104mg,
20,小吃、甜饼,小吃,煎饼,矿物质,钠(Na),85.5mg,15,193.3mg,
21,小吃、甜饼,小吃,煎饼,矿物质,镁(Mg),86mg,3,35mg,
22,小吃、甜饼,小吃,煎饼,矿物质,铁(Fe),7.0mg,5,3.6mg,
23,小吃、甜饼,小吃,煎饼,矿物质,锌(Zn),1.62mg,7,1.36mg,
24,小吃、甜饼,小吃,煎饼,矿物质,硒(Se),3.80μg,14,4.28μg,
25,小吃、甜饼,小吃,煎饼,矿物质,铜(Cu),0.41mg,5,0.43mg,
26,小吃、甜饼,小吃,煎饼,矿物质,锰(Mn),0.75mg,5,0.37mg,
27,小吃、甜饼,小吃,煎饼,矿物质,碘(I),,,,
28,小吃、甜饼,小吃,煎饼,脂肪酸,饱和脂肪酸(SFA),—,,,
29,小吃、甜饼,小吃,煎饼,脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,小吃、甜饼,小吃,煎饼,脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,小吃、甜饼,小吃,煎饼,脂肪酸,合计(Total),—,,,
0,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],类型,项目,含量,同类排名,同类均值,含量水平
1,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,食部(Edible),59%,66,74%,
2,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,水分(Water),76.5g,25,67.0g,
3,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,能量(Energy),459kJ,55,720kJ,
4,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,蛋白质(Protein),18.1g,49,19.4g,
5,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,脂肪(Fat),4.1g,46,9.1g,
6,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,胆固醇(Cholesterol),76mg,46,82mg,
7,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,灰分(Ash),1.3g,40,1.7g,
8,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,碳水化合物(CHO),Tr,,,
9,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],维生素,胡萝卜素(Carotene),,,,
11,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],维生素,维生素A(Vitamin),12.0μg,29,15.3μg,
12,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],维生素,α-TE,—,,,
13,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],维生素,硫胺素(Thiamin),0.02mg,52,0.05mg,
14,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],维生素,核黄素(Riboflavin),0.08mg,41,0.14mg,
15,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],维生素,烟酸(Niacin),4.70mg,22,3.43mg,
16,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],维生素,维生素C(Vitamin C),,,,
17,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,钙(Ca),59mg,30,83mg,
18,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,磷(P),186mg,54,224mg,
19,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,钾(K),291mg,37,280mg,
20,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,钠(Na),87.0mg,42,236.7mg,
21,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,镁(Mg),2mg,86,30mg,
22,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,铁(Fe),6.4mg,2,1.6mg,
23,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,锌(Zn),0.56mg,76,1.20mg,
24,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,硒(Se),78.80μg,4,31.24μg,
25,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,铜(Cu),0.02mg,70,0.08mg,
26,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,锰(Mn),0.65mg,3,0.19mg,
27,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],矿物质,碘(I),,,,
28,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],脂肪酸,饱和脂肪酸(SFA),—,,,
29,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,鱼虾蟹贝类,鱼,赤眼鳟[金目鱼],脂肪酸,合计(Total),—,,,
0,油脂类,植物油,油（菜籽油)[青油],类型,项目,含量,同类排名,同类均值,含量水平
1,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,食部(Edible),100%,1,100%,
2,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,水分(Water),0.1g,4,0.1g,
3,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,能量(Energy),3696kJ,10,3694kJ,
4,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,蛋白质(Protein),,,,
5,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,脂肪(Fat),99.9g,5,99.8g,
6,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,胆固醇(Cholesterol),,,,
7,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,灰分(Ash),,,,
8,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,碳水化合物(CHO),0.0g,13,0.2g,
9,油脂类,植物油,油（菜籽油)[青油],能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,油脂类,植物油,油（菜籽油)[青油],维生素,胡萝卜素(Carotene),,,,
11,油脂类,植物油,油（菜籽油)[青油],维生素,维生素A(Vitamin),,,,
12,油脂类,植物油,油（菜籽油)[青油],维生素,α-TE,—,,,
13,油脂类,植物油,油（菜籽油)[青油],维生素,硫胺素(Thiamin),,,,
14,油脂类,植物油,油（菜籽油)[青油],维生素,核黄素(Riboflavin),,,,
15,油脂类,植物油,油（菜籽油)[青油],维生素,烟酸(Niacin),,,,
16,油脂类,植物油,油（菜籽油)[青油],维生素,维生素C(Vitamin C),,,,
17,油脂类,植物油,油（菜籽油)[青油],矿物质,钙(Ca),9mg,5,4mg,
18,油脂类,植物油,油（菜籽油)[青油],矿物质,磷(P),9mg,4,4mg,
19,油脂类,植物油,油（菜籽油)[青油],矿物质,钾(K),2mg,4,3mg,
20,油脂类,植物油,油（菜籽油)[青油],矿物质,钠(Na),7.0mg,2,2.3mg,
21,油脂类,植物油,油（菜籽油)[青油],矿物质,镁(Mg),3mg,2,1mg,
22,油脂类,植物油,油（菜籽油)[青油],矿物质,铁(Fe),3.7mg,1,1.0mg,
23,油脂类,植物油,油（菜籽油)[青油],矿物质,锌(Zn),0.54mg,6,0.37mg,
24,油脂类,植物油,油（菜籽油)[青油],矿物质,硒(Se),,,,
25,油脂类,植物油,油（菜籽油)[青油],矿物质,铜(Cu),0.18mg,2,0.05mg,
26,油脂类,植物油,油（菜籽油)[青油],矿物质,锰(Mn),0.11mg,7,0.15mg,
27,油脂类,植物油,油（菜籽油)[青油],矿物质,碘(I),,,,
28,油脂类,植物油,油（菜籽油)[青油],脂肪酸,饱和脂肪酸(SFA),13.1%,14,13.8%,
29,油脂类,植物油,油（菜籽油)[青油],脂肪酸,单不饱和脂肪酸(MUFA),58.8%,3,30.9%,
30,油脂类,植物油,油（菜籽油)[青油],脂肪酸,多不饱和脂肪酸(PUFA),24.8%,16,37.5%,
31,油脂类,植物油,油（菜籽油)[青油],脂肪酸,合计(Total),99.8%,18,82.7%,
0,畜肉类及制品,猪,猪肉(肥),类型,项目,含量,同类排名,同类均值,含量水平
1,畜肉类及制品,猪,猪肉(肥),能量与相关成分,食部(Edible),100%,1,93%,
2,畜肉类及制品,猪,猪肉(肥),能量与相关成分,水分(Water),8.8g,44,55.1g,
3,畜肉类及制品,猪,猪肉(肥),能量与相关成分,能量(Energy),3319kJ,1,1164kJ,
4,畜肉类及制品,猪,猪肉(肥),能量与相关成分,蛋白质(Protein),2.4g,45,15.7g,
5,畜肉类及制品,猪,猪肉(肥),能量与相关成分,脂肪(Fat),88.6g,1,21.8g,
6,畜肉类及制品,猪,猪肉(肥),能量与相关成分,胆固醇(Cholesterol),109mg,18,172mg,
7,畜肉类及制品,猪,猪肉(肥),能量与相关成分,灰分(Ash),0.2g,44,2.2g,
8,畜肉类及制品,猪,猪肉(肥),能量与相关成分,碳水化合物(CHO),0.0g,36,5.2g,
9,畜肉类及制品,猪,猪肉(肥),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,畜肉类及制品,猪,猪肉(肥),维生素,胡萝卜素(Carotene),,,,
11,畜肉类及制品,猪,猪肉(肥),维生素,维生素A(Vitamin),29.0μg,10,218.5μg,
12,畜肉类及制品,猪,猪肉(肥),维生素,α-TE,—,,,
13,畜肉类及制品,猪,猪肉(肥),维生素,硫胺素(Thiamin),0.08mg,33,0.27mg,
14,畜肉类及制品,猪,猪肉(肥),维生素,核黄素(Riboflavin),0.05mg,40,0.21mg,
15,畜肉类及制品,猪,猪肉(肥),维生素,烟酸(Niacin),0.90mg,41,4.47mg,
16,畜肉类及制品,猪,猪肉(肥),维生素,维生素C(Vitamin C),,,,
17,畜肉类及制品,猪,猪肉(肥),矿物质,钙(Ca),3mg,43,15mg,
18,畜肉类及制品,猪,猪肉(肥),矿物质,磷(P),18mg,44,135mg,
19,畜肉类及制品,猪,猪肉(肥),矿物质,钾(K),23mg,44,206mg,
20,畜肉类及制品,猪,猪肉(肥),矿物质,钠(Na),19.5mg,45,392.7mg,
21,畜肉类及制品,猪,猪肉(肥),矿物质,镁(Mg),2mg,45,17mg,
22,畜肉类及制品,猪,猪肉(肥),矿物质,铁(Fe),1.0mg,37,3.1mg,
23,畜肉类及制品,猪,猪肉(肥),矿物质,锌(Zn),0.69mg,42,2.12mg,
24,畜肉类及制品,猪,猪肉(肥),矿物质,硒(Se),7.80μg,26,11.94μg,
25,畜肉类及制品,猪,猪肉(肥),矿物质,铜(Cu),0.05mg,41,0.16mg,
26,畜肉类及制品,猪,猪肉(肥),矿物质,锰(Mn),0.03mg,27,0.08mg,
27,畜肉类及制品,猪,猪肉(肥),矿物质,碘(I),,,,
28,畜肉类及制品,猪,猪肉(肥),脂肪酸,饱和脂肪酸(SFA),—,,,
29,畜肉类及制品,猪,猪肉(肥),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,畜肉类及制品,猪,猪肉(肥),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,畜肉类及制品,猪,猪肉(肥),脂肪酸,合计(Total),—,,,
0,速食食品,快餐食品,辣鸡翅(肯德基),类型,项目,含量,同类排名,同类均值,含量水平
1,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,食部(Edible),67%,24,97%,
2,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,水分(Water),41.3g,21,47.8g,
3,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,能量(Energy),1421kJ,1,1114kJ,
4,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,蛋白质(Protein),19.4g,2,12.7g,
5,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,脂肪(Fat),23.6g,1,13.1g,
6,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,胆固醇(Cholesterol),—,,,
7,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,灰分(Ash),2.9g,3,2.1g,
8,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,碳水化合物(CHO),12.8g,23,24.5g,
9,速食食品,快餐食品,辣鸡翅(肯德基),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,速食食品,快餐食品,辣鸡翅(肯德基),维生素,胡萝卜素(Carotene),—,,,
11,速食食品,快餐食品,辣鸡翅(肯德基),维生素,维生素A(Vitamin),65.0μg,5,40.8μg,
12,速食食品,快餐食品,辣鸡翅(肯德基),维生素,α-TE,—,,,
13,速食食品,快餐食品,辣鸡翅(肯德基),维生素,硫胺素(Thiamin),—,,,
14,速食食品,快餐食品,辣鸡翅(肯德基),维生素,核黄素(Riboflavin),—,,,
15,速食食品,快餐食品,辣鸡翅(肯德基),维生素,烟酸(Niacin),—,,,
16,速食食品,快餐食品,辣鸡翅(肯德基),维生素,维生素C(Vitamin C),—,,,
17,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,钙(Ca),16mg,19,61mg,
18,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,磷(P),—,,,
19,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,钾(K),—,,,
20,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,钠(Na),499.3mg,13,511.7mg,
21,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,镁(Mg),—,,,
22,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,铁(Fe),1.6mg,15,1.8mg,
23,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,锌(Zn),—,,,
24,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,硒(Se),—,,,
25,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,铜(Cu),—,,,
26,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,锰(Mn),—,,,
27,速食食品,快餐食品,辣鸡翅(肯德基),矿物质,碘(I),—,,,
28,速食食品,快餐食品,辣鸡翅(肯德基),脂肪酸,饱和脂肪酸(SFA),—,,,
29,速食食品,快餐食品,辣鸡翅(肯德基),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,速食食品,快餐食品,辣鸡翅(肯德基),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,速食食品,快餐食品,辣鸡翅(肯德基),脂肪酸,合计(Total),—,,,
0,乳类及制品,液态乳,牛乳(三元牌),类型,项目,含量,同类排名,同类均值,含量水平
1,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,食部(Edible),100%,1,100%,
2,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,水分(Water),86.9g,14,87.4g,
3,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,能量(Energy),289kJ,4,263kJ,
4,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,蛋白质(Protein),3.4g,1,2.9g,
5,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,脂肪(Fat),3.9g,1,3.1g,
6,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,胆固醇(Cholesterol),1mg,15,5mg,
7,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,灰分(Ash),0.7g,2,0.7g,
8,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,碳水化合物(CHO),5.1g,9,5.9g,
9,乳类及制品,液态乳,牛乳(三元牌),能量与相关成分,总膳食纤维(Dietary fiber),0.00g,1,0.0g,
10,乳类及制品,液态乳,牛乳(三元牌),维生素,胡萝卜素(Carotene),—,,,
11,乳类及制品,液态乳,牛乳(三元牌),维生素,维生素A(Vitamin),30.0μg,2,20.3μg,
12,乳类及制品,液态乳,牛乳(三元牌),维生素,α-TE,0.11mg,2,0.07mg,
13,乳类及制品,液态乳,牛乳(三元牌),维生素,硫胺素(Thiamin),0.02mg,6,0.02mg,
14,乳类及制品,液态乳,牛乳(三元牌),维生素,核黄素(Riboflavin),0.10mg,11,0.11mg,
15,乳类及制品,液态乳,牛乳(三元牌),维生素,烟酸(Niacin),0.13mg,2,0.20mg,
16,乳类及制品,液态乳,牛乳(三元牌),维生素,维生素C(Vitamin C),Tr,,,
17,乳类及制品,液态乳,牛乳(三元牌),矿物质,钙(Ca),88mg,11,91mg,
18,乳类及制品,液态乳,牛乳(三元牌),矿物质,磷(P),88mg,11,89mg,
19,乳类及制品,液态乳,牛乳(三元牌),矿物质,钾(K),177mg,5,168mg,
20,乳类及制品,液态乳,牛乳(三元牌),矿物质,钠(Na),35.1mg,15,71.9mg,
21,乳类及制品,液态乳,牛乳(三元牌),矿物质,镁(Mg),10mg,11,10mg,
22,乳类及制品,液态乳,牛乳(三元牌),矿物质,铁(Fe),0.3mg,8,0.3mg,
23,乳类及制品,液态乳,牛乳(三元牌),矿物质,锌(Zn),0.42mg,11,0.53mg,
24,乳类及制品,液态乳,牛乳(三元牌),矿物质,硒(Se),1.70μg,3,1.24μg,
25,乳类及制品,液态乳,牛乳(三元牌),矿物质,铜(Cu),0.01mg,7,0.01mg,
26,乳类及制品,液态乳,牛乳(三元牌),矿物质,锰(Mn),0.01mg,5,0.01mg,
27,乳类及制品,液态乳,牛乳(三元牌),矿物质,碘(I),2.3μg,4,1.1μg,
28,乳类及制品,液态乳,牛乳(三元牌),脂肪酸,饱和脂肪酸(SFA),66.0%,8,65.7%,
29,乳类及制品,液态乳,牛乳(三元牌),脂肪酸,单不饱和脂肪酸(MUFA),29.2%,9,28.4%,
30,乳类及制品,液态乳,牛乳(三元牌),脂肪酸,多不饱和脂肪酸(PUFA),2.4%,6,2.3%,
31,乳类及制品,液态乳,牛乳(三元牌),脂肪酸,合计(Total),97.7%,8,96.5%,
0,蔬菜类及制品,根菜类,红心萝卜,类型,项目,含量,同类排名,同类均值,含量水平
1,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,食部(Edible),94%,7,90%,
2,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,水分(Water),88.0g,12,90.3g,
3,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,能量(Energy),187kJ,3,156kJ,
4,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,蛋白质(Protein),1.2g,5,1.1g,
5,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,脂肪(Fat),,,,
6,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,胆固醇(Cholesterol),,,,
7,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,灰分(Ash),1.0g,1,0.7g,
8,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,碳水化合物(CHO),9.8g,3,7.7g,
9,蔬菜类及制品,根菜类,红心萝卜,能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,蔬菜类及制品,根菜类,红心萝卜,维生素,胡萝卜素(Carotene),80.0μg,4,615.7μg,
11,蔬菜类及制品,根菜类,红心萝卜,维生素,维生素A(Vitamin),,,,
12,蔬菜类及制品,根菜类,红心萝卜,维生素,α-TE,—,,,
13,蔬菜类及制品,根菜类,红心萝卜,维生素,硫胺素(Thiamin),0.02mg,10,0.03mg,
14,蔬菜类及制品,根菜类,红心萝卜,维生素,核黄素(Riboflavin),0.02mg,10,0.03mg,
15,蔬菜类及制品,根菜类,红心萝卜,维生素,烟酸(Niacin),0.10mg,10,0.29mg,
16,蔬菜类及制品,根菜类,红心萝卜,维生素,维生素C(Vitamin C),20.0mg,8,20.6mg,
17,蔬菜类及制品,根菜类,红心萝卜,矿物质,钙(Ca),86mg,1,38mg,
18,蔬菜类及制品,根菜类,红心萝卜,矿物质,磷(P),30mg,6,27mg,
19,蔬菜类及制品,根菜类,红心萝卜,矿物质,钾(K),385mg,1,186mg,
20,蔬菜类及制品,根菜类,红心萝卜,矿物质,钠(Na),49.1mg,8,48.1mg,
21,蔬菜类及制品,根菜类,红心萝卜,矿物质,镁(Mg),23mg,4,18mg,
22,蔬菜类及制品,根菜类,红心萝卜,矿物质,铁(Fe),0.9mg,4,0.9mg,
23,蔬菜类及制品,根菜类,红心萝卜,矿物质,锌(Zn),0.74mg,1,0.34mg,
24,蔬菜类及制品,根菜类,红心萝卜,矿物质,硒(Se),0.70μg,6,0.78μg,
25,蔬菜类及制品,根菜类,红心萝卜,矿物质,铜(Cu),0.05mg,5,0.04mg,
26,蔬菜类及制品,根菜类,红心萝卜,矿物质,锰(Mn),0.08mg,9,0.15mg,
27,蔬菜类及制品,根菜类,红心萝卜,矿物质,碘(I),,,,
28,蔬菜类及制品,根菜类,红心萝卜,脂肪酸,饱和脂肪酸(SFA),—,,,
29,蔬菜类及制品,根菜类,红心萝卜,脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,蔬菜类及制品,根菜类,红心萝卜,脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,蔬菜类及制品,根菜类,红心萝卜,脂肪酸,合计(Total),—,,,
0,蛋类及制品,鸡蛋,鸡蛋黄(乌骨鸡),类型,项目,含量,同类排名,同类均值,含量水平
1,蛋类及制品,鸡蛋,鸡蛋黄(乌骨鸡),能量与相关成分,食部(Edible),100%,1,94%,
2,蛋类及制品,鸡蛋,鸡蛋黄(乌骨鸡),能量与相关成分,水分(Water),57.8g,11,66.6g,
